variant,side,gate,rsi_n,th,exit,period,N,Win,AvgPct,PF,Hold,Stops,CAR,MaxDD,Sharpe,CapUsed,CorrSPY
L-mcslope-rsi3<5-sma5,L,mcslope,3,5,sma5,OOS,145,0.7379310344827587,0.010465708600910124,2.2214377243181658,5.441379310344828,0.05517241379310345,0.042847282028110945,-0.03551555478116586,1.0164313578018,0.06042363433667782,0.46380700897674365
L-mcslope-rsi3<5-rsi,L,mcslope,3,5,rsi,IS,129,0.49612403100775193,-0.007672401966959624,0.7483875233843037,8.589147286821705,0.32558139534883723,-0.03398289383881892,-0.1247220966821736,-0.4410953916312482,0.10052910052910052,0.37830169605173264
L-mcslope-rsi3<5-rsi,L,mcslope,3,5,rsi,OOS,145,0.7034482758620689,0.014705035068613962,2.135474965913945,9.606896551724137,0.10344827586206896,0.060352340798975446,-0.056307281488422345,1.1390944225179613,0.1069119286510591,0.49416942351344045
L-mcslope-rsi3<5-chan,L,mcslope,3,5,chan,IS,129,0.5193798449612403,-0.007997128390800995,0.7370942177233845,8.356589147286822,0.32558139534883723,-0.03756975478322844,-0.1163329896818891,-0.47778207941216594,0.0982804232804233,0.4039729492294612
L-mcslope-rsi3<5-chan,L,mcslope,3,5,chan,OOS,145,0.6896551724137931,0.014046148313144104,2.059552682835353,9.46896551724138,0.11724137931034483,0.05758488739091083,-0.06628632145047919,1.114051151529759,0.10657748049052396,0.4986258744442448
L-mcslope-rsi3<5-sma5+choch,L,mcslope,3,5,sma5+choch,IS,129,0.6201550387596899,-0.0024051213555848134,0.8816489973845085,4.596899224806202,0.21705426356589147,-0.010790272809684587,-0.09506307731172425,-0.17339502157576014,0.055952380952380955,0.2473585653160998
L-mcslope-rsi3<5-sma5+choch,L,mcslope,3,5,sma5+choch,OOS,147,0.7210884353741497,0.010940142708819935,2.56716101696028,4.8979591836734695,0.034013605442176874,0.04555664909028079,-0.032536905720795595,1.1240628628661773,0.05496098104793757,0.4460758294111186
L-mcslope-rsi3<5-time5,L,mcslope,3,5,time5,IS,129,0.5038759689922481,-0.002823954496706607,0.873101626480698,6.271317829457364,0.20930232558139536,-0.010574081955949666,-0.10013672860965661,-0.12932733154308945,0.07447089947089947,0.3155145910241985
L-mcslope-rsi3<5-time5,L,mcslope,3,5,time5,OOS,146,0.6301369863013698,0.01101522197983389,2.0067323334291687,7.089041095890411,0.03424657534246575,0.04536955483620675,-0.03276388580300016,0.9593558490382965,0.08037904124860648,0.4569992965790896
L-mcslope-rsi3<10-sma5,L,mcslope,3,10,sma5,IS,537,0.5828677839851024,-0.0028011472459545357,0.83480227347885,5.067039106145251,0.17318435754189945,0.0002836986949068532,-0.1712834247396562,0.04938119011737227,0.21375661375661378,0.40547686279396
L-mcslope-rsi3<10-sma5,L,mcslope,3,10,sma5,OOS,672,0.6324404761904762,0.004846477499241083,1.4444432131840665,5.6101190476190474,0.06994047619047619,0.07444332943427345,-0.08238026873092341,0.82954769618966,0.26198439241917504,0.514084968360629
L-mcslope-rsi3<10-rsi,L,mcslope,3,10,rsi,IS,527,0.5502846299810247,-0.002429155092759662,0.8962676495230328,9.047438330170777,0.23719165085388993,-0.0323894995948012,-0.19222134962733195,-0.1990116268572403,0.3370370370370371,0.5209529610313367
L-mcslope-rsi3<10-rsi,L,mcslope,3,10,rsi,OOS,664,0.6340361445783133,0.008150236596170259,1.512252878004505,9.829819277108435,0.11596385542168675,0.12425389160178568,-0.13101892662836434,1.0556211060882952,0.41828316610925304,0.5925907192277629
L-mcslope-rsi3<10-chan,L,mcslope,3,10,chan,IS,526,0.5361216730038023,-0.0018981451249659139,0.919262446430955,9.393536121673003,0.2376425855513308,-0.03216003343451457,-0.19721200085327684,-0.18846678018400817,0.351058201058201,0.5076742357244609
