variant,side,gate,rsi_n,th,exit,period,N,Win,AvgPct,PF,Hold,Stops,CAR,MaxDD,Sharpe,CapUsed,CorrSPY
S-spyregime-rsi3<10-chan,S,spyregime,3,10,chan,OOS,60,0.2833333333333333,-0.04713265089258363,0.14355721462947002,10.45,0.3,-0.05928401801920735,-0.19615913634899707,-1.4196025884089885,0.04024526198439242,-0.20808018368274703
S-spyregime-rsi3<10-sma5+choch,S,spyregime,3,10,sma5+choch,IS,251,0.6414342629482072,0.009898734481968473,2.0776513883739645,4.111553784860558,0.0398406374501992,0.050358699365907755,-0.076616808945554,0.8677596000515768,0.07552910052910052,-0.28332985612787476
S-spyregime-rsi3<10-sma5+choch,S,spyregime,3,10,sma5+choch,OOS,67,0.47761194029850745,-0.009968898114245036,0.5272901557502171,5.417910447761194,0.1044776119402985,-0.017097319758185514,-0.06318618569945411,-0.7523762832287682,0.026532887402452625,-0.14403135953198257
S-spyregime-rsi3<10-time5,S,spyregime,3,10,time5,IS,243,0.5720164609053497,0.012598919415545593,1.9478731166573926,7.0246913580246915,0.03292181069958848,0.06819694248243224,-0.10577412238563888,0.9146918140677867,0.10978835978835978,-0.33398492570529675
S-spyregime-rsi3<10-time5,S,spyregime,3,10,time5,OOS,67,0.23880597014925373,-0.027143769856047228,0.21057027424805655,7.149253731343284,0.07462686567164178,-0.0474007398407148,-0.1675909033193672,-1.3133349954378055,0.0326644370122631,-0.18644984594785574
S-spyregime-rsi3<15-sma5,S,spyregime,3,15,sma5,IS,514,0.6303501945525292,0.0063536506831594775,1.463067638829215,5.184824902723736,0.07003891050583658,0.04998898347647063,-0.15698781817249352,0.5750224449185825,0.13042328042328044,-0.38474452077729143
S-spyregime-rsi3<15-sma5,S,spyregime,3,15,sma5,OOS,103,0.36893203883495146,-0.028504693275996307,0.23639082701238598,7.640776699029126,0.17475728155339806,-0.04416234991873147,-0.15816750994410278,-1.2924390939285666,0.045484949832775914,-0.19691521117087724
S-spyregime-rsi3<15-rsi,S,spyregime,3,15,rsi,IS,485,0.5690721649484536,0.0033062265256948815,1.1304268637594508,9.484536082474227,0.12577319587628866,0.0016677650171779135,-0.18105511775522298,0.07139453233993683,0.182010582010582,-0.4569911564759039
S-spyregime-rsi3<15-rsi,S,spyregime,3,15,rsi,OOS,95,0.3368421052631579,-0.04353935832483122,0.19354976524741152,10.652631578947368,0.29473684210526313,-0.05181525632451567,-0.19804432152522844,-1.3930687886694424,0.051059085841694545,-0.20404774743854867
S-spyregime-rsi3<15-chan,S,spyregime,3,15,chan,IS,482,0.5705394190871369,0.0056871325536071516,1.2376826085585246,10.195020746887966,0.10995850622406639,0.0016244500327142752,-0.1871227893478562,0.07401622704660667,0.19034391534391534,-0.47626578705150785
S-spyregime-rsi3<15-chan,S,spyregime,3,15,chan,OOS,93,0.27956989247311825,-0.047774708227273324,0.14789512404468816,11.021505376344086,0.27956989247311825,-0.0661468808382667,-0.21691580916095554,-1.5937532862713013,0.05239687848383501,-0.2543200846555261
S-spyregime-rsi3<15-sma5+choch,S,spyregime,3,15,sma5+choch,IS,551,0.5970961887477314,0.004040856456926524,1.3236345224856245,4.266787658802178,0.050816696914700546,0.02510775354198569,-0.15944339026103416,0.3180753966229428,0.12420634920634924,-0.37338849956386705
S-spyregime-rsi3<15-sma5+choch,S,spyregime,3,15,sma5+choch,OOS,109,0.3761467889908257,-0.023501721993928745,0.24803270737478983,6.467889908256881,0.13761467889908258,-0.04023168092342311,-0.13646001579422484,-1.351838429077436,0.04013377926421405,-0.1966174033546401
S-spyregime-rsi3<15-time5,S,spyregime,3,15,time5,IS,521,0.5201535508637236,0.0064025390283249895,1.3625644383579663,7.007677543186181,0.04798464491362764,0.053737557401473124,-0.16237555208373533,0.5318316946709277,0.1650793650793651,-0.4208274412941849
S-spyregime-rsi3<15-time5,S,spyregime,3,15,time5,OOS,105,0.2,-0.03297510305339579,0.13674368292351555,7.0095238095238095,0.0761904761904762,-0.06704049032560766,-0.22279277882178494,-1.6487423332266087,0.04292084726867335,-0.21407618836544912
