expert,band,mode,strategy,status,n_strats_in_cell,opt_id,genes,population,generations,robust_fitness,best_fitness,rank_fitness,top_rank_persisted,top_bt_id,top_ga_matched,top_profit,top_car,top_max_dd,top_calmar,top_trades,top_win_rate,top_cap_avg_pct,top_top1_pct,top_top5_pct,top_best_year_share,top_y2020_share,top_y2022_share,top_neg_years,rank_car_top,rank_calmar_top,best_car_any_topn,rank_car_best_topn,in_top5_fitness,in_top5_car,in_top3_fitness,in_top3_car,persisted_ranks,n_rows_matched,n_rows_mismatch,n_rows_unmatched
FMPRating,small,risk_atr,S7,ok,6,482,43,60,8,True,4.076,2,1,1513,True,5954.69,12.42,-13.34,0.93,193,36.79,25.3858,16.3987,44.8562,51.5574,0.0,19.3807,0,3,3,12.42,4,True,True,True,True,"1,2,3,4,5",5,0,0
FMPSenateTraderWeight,all,notional,S1,ok,6,493,69,40,8,True,4.7453,4,1,1555,True,8960.89,11.26,-11.45,0.98,296,54.73,32.015,9.1035,41.3364,34.6019,29.4553,-3.5356,1,4,4,11.68,3,True,True,False,False,"1,2,3,5",4,0,0
FMPSenateTraderWeight,all,notional,S2,ok,6,496,54,40,8,True,3.0909,6,1,1592,True,4644.62,6.57,-7.41,0.89,1114,27.74,30.0932,4.1162,19.2579,35.0269,35.0269,-11.8324,1,6,6,9.7,6,False,False,False,False,"1,2,3,4,5",5,0,0
FMPSenateTraderWeight,all,notional,S3,ok,6,504,50,40,8,True,4.3944,5,1,1613,True,8965.8,11.27,-12.38,0.91,376,41.76,34.0966,8.4231,32.2488,30.6418,30.6418,1.7214,0,3,5,11.37,4,True,True,False,True,"1,2,3,5",4,0,0
FMPSenateTraderWeight,all,notional,S5,ok,6,508,55,40,8,True,5.8333,1,1,1634,True,9473.34,11.76,-10.08,1.17,269,30.86,26.1204,10.2125,39.0354,29.0062,29.0062,-5.8937,1,2,2,12.57,2,True,True,True,True,"1,2,3,4",4,0,0
FMPSenateTraderWeight,all,notional,S6,ok,6,512,45,40,8,True,5.4619,2,1,1645,True,12338.03,14.35,-9.65,1.49,405,61.23,39.2149,4.0996,19.4899,37.1253,21.5378,6.7732,0,1,1,14.42,1,True,True,True,True,"1,2,3,4,5",5,0,0
FMPSenateTraderWeight,all,notional,S7,ok,6,516,49,40,8,True,5.415,3,1,1658,True,8521.75,10.83,-9.22,1.17,241,43.57,30.3974,8.3816,36.092,28.3546,25.3794,-1.7672,1,5,3,10.83,5,True,True,True,False,"1,2,3,4,5",5,0,0
FMPSenateTraderWeight,all,risk_atr,S1,ok,6,460,72,40,8,True,6.1688,1,1,1439,True,11952.73,14.02,-11.25,1.25,178,33.71,29.9174,9.4075,36.9417,36.7114,35.2615,-9.5776,1,1,2,15.0,1,True,True,True,True,"1,2,3,4,5",5,0,0
FMPSenateTraderWeight,all,risk_atr,S2,ok,6,470,55,40,8,True,5.1881,4,1,1475,False,7508.4,9.79,-8.87,1.1,516,44.57,37.5443,5.938,26.2321,33.2813,32.4787,-4.1346,1,5,4,9.92,5,True,True,False,False,"1,2,4,5",3,1,0
FMPSenateTraderWeight,all,risk_atr,S3,ok,6,474,51,40,8,True,5.44,3,1,1494,True,8567.24,10.88,-9.38,1.16,351,31.62,29.4482,8.2878,26.4165,37.2593,37.2593,-7.2821,1,3,3,10.99,3,True,True,True,True,"1,2,3,4",4,0,0
FMPSenateTraderWeight,all,risk_atr,S5,ok,6,487,56,40,8,True,5.5741,2,1,1523,True,8923.22,11.23,-7.3,1.54,677,36.04,36.8324,4.1187,20.3432,29.4822,29.1905,-6.4379,1,2,1,11.23,2,True,True,True,True,"1,2,3,4,5",5,0,0
FMPSenateTraderWeight,all,risk_atr,S6,ok,6,489,46,40,8,True,4.2308,5,1,1534,True,7778.31,10.08,-9.61,1.05,546,60.07,29.6423,4.8295,15.4463,33.373,33.373,6.5397,1,4,5,10.08,4,True,True,False,False,"1,2,3,5",4,0,0
FMPSenateTraderWeight,all,risk_atr,S7,ok,6,491,50,40,8,True,3.9493,6,1,1541,True,6373.66,8.57,-10.85,0.79,201,43.78,32.7528,4.948,24.0675,30.1437,30.0713,-6.9908,1,6,6,8.57,6,False,False,False,False,"1,2,4,5",4,0,0
